FID,Segment,Start_Lati,Start_Long,End_Latitu,End_Longit,Shape_Leng,Kelp_2013,Comments_2,Kelp_2016,Comments_3,Line_Comme,Kelp_2018V,Validation,Date_of_sa,M_pyrifera,N_luetkean,Kelp_2018,Distance_f,Notes_2018,Kelp_2007,Nereocysti,Macrocysti,Date_2019,Macrocys_1,Nereocys_1,Kelp_2007_,Kelp_2019,Notes_Y,K2007binar,k2018binar,change2007,change_not,segment_nu,macro_2020,nereo_2020,kelp_2020
356,361,48.82300278,-125.1619444,48.82273333,-125.1619333,30.15559347,NA, ,NA, , ,1, ,20180815,0,2,2,50,includes channe,2,NA,NA,20190803,0,2,2,2,NA,1,1,0, ,361,NA,NA,NA
357,362,48.82273333,-125.1619333,48.82256667,-125.1616056,30.55577479,NA, ,0, , ,1, ,20180815,0,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,362,NA,NA,NA
358,363,48.82256667,-125.1616056,48.82231944,-125.1614444,30.11320996,NA, ,0, , ,1, ,20180815,1,2,2,30,N. luetkeana out to 30 m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,363,NA,NA,NA
359,364,48.82231944,-125.1614444,48.821925,-125.1612444,46.53530228,NA, ,1, , ,1, ,20180815,2,2,2,70,N. luetkeana out to 70 m,2,NA,NA,20190803,2,2,2,2,NA,1,1,0, ,364,NA,NA,NA
360,365,48.821925,-125.1612444,48.82175278,-125.1615611,30.30798665,NA, ,0, , ,1, ,20180815,0,1,1,40,N. luetkeana out to 40 m,2,NA,2,20190803,1,1,2,1,NA,1,1,0, ,365,NA,NA,NA
361,366,48.82175278,-125.1615611,48.82161667,-125.1618528,26.38603428,NA, ,0, , ,NA, ,20180815,0,1,1,0.5,NA,2,NA,NA,20190803,1,0,2,1,NA,1,1,0, ,366,NA,NA,NA
362,367,48.82161667,-125.1618528,48.82139444,-125.1621111,31.3403026,NA, ,0, , ,NA, ,20180815,1,0,1,8,NA,2,NA,2,20190803,0,2,2,2,NA,1,1,0, ,367,NA,NA,NA
363,368,48.82139444,-125.1621111,48.82119722,-125.1623889,30.13257531,NA, ,0, , ,NA, ,20180815,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,368,NA,NA,NA
364,369,48.82119722,-125.1623889,48.82108611,-125.1627583,29.98684975,NA, ,1, , ,NA, ,20180815,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,369,NA,NA,NA
365,370,48.82108611,-125.1627583,48.82120278,-125.1631222,29.88394805,NA, ,1, , ,NA, ,20180815,1,2,2,6,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,0, ,370,NA,NA,NA
366,371,48.82120278,-125.1631222,48.82131389,-125.1634667,28.32304819,NA, ,0, , ,NA, ,20180815,0,2,2,3,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,0, ,371,NA,NA,NA
367,372,48.82131389,-125.1634667,48.82124722,-125.1638639,30.27586323,NA, ,NA, , ,NA, ,20180815,0,2,2,7,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,372,NA,NA,NA
368,373,48.82124722,-125.1638639,48.82119444,-125.1642639,30.13378772,NA, ,NA, , ,NA, ,20180815,0,2,2,15,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,373,NA,NA,NA
369,374,48.82119444,-125.1642639,48.82133333,-125.1646167,30.34302376,NA, ,NA, , ,NA, ,20180815,0,2,2,7,large kelp forest,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,374,NA,NA,NA
370,375,48.82133333,-125.1646167,48.82142222,-125.1650056,30.40190457,NA, ,1, , ,NA, ,20180815,0,2,2,100,large kelp forest,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,375,NA,NA,NA
371,376,48.82142222,-125.1650056,48.82151667,-125.1653861,30.02931266,NA, ,0, , ,1, ,20180815,0,2,2,25,large kelp forest,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,376,NA,NA,NA
372,377,48.82151667,-125.1653861,48.82071667,-125.1655417,90.23393677,NA, ,1, , ,1, ,20180815,0,2,2,40,large kelp forest,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,377,NA,NA,NA
373,378,48.82071667,-125.1655417,48.82037778,-125.1661778,60.37887965,NA, ,1, , ,1, ,20180815,0,2,2,80,large kelp forest,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,378,NA,NA,NA
374,379,48.82037778,-125.1661778,48.82011944,-125.1662944,30.1577132,NA, ,1, , ,NA, ,20180815,0,2,2,11,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,379,NA,NA,NA
375,380,48.82011944,-125.1662944,48.819925,-125.1660167,29.9007398,NA, ,1, , ,1, ,20180815,0,2,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,380,NA,NA,NA
376,381,48.819925,-125.1660167,48.81975556,-125.1656972,30.27279571,NA, ,1, , ,1, ,20180815,0,2,2,15,scattered,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,381,NA,NA,NA
377,382,48.81975556,-125.1656972,48.81960833,-125.1653528,30.30911474,NA, ,1, , ,1, ,20180815,0,2,2,30,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,382,NA,NA,NA
378,383,48.81960833,-125.1653528,48.81784722,-125.1661528,205.6952032,1, ,1, , ,NA, ,20180815,2,1,2,15,huge transect- almost the whole bay,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,383,NA,NA,NA
379,384,48.81784722,-125.1661528,48.81802222,-125.1664611,30.03456233,NA, ,1, , ,NA, ,20180815,0,1,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,384,NA,NA,NA
380,385,48.81802222,-125.1664611,48.81801944,-125.1668694,30.16621645,NA, ,NA, , ,NA, ,20180815,2,2,2,30,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,0, ,385,NA,NA,NA
381,386,48.81801944,-125.1668694,48.81826667,-125.1681778,100.5415261,1, ,1, , ,NA, ,20180815,2,2,2,25,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,0, ,386,NA,NA,NA
382,387,48.81826667,-125.1681778,48.818025,-125.1690583,70.44453998,NA, ,1, , ,NA, ,20180815,0,2,2,50,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,387,NA,NA,NA
383,388,48.818025,-125.1690583,48.81788333,-125.1694083,30.32819648,NA, ,NA, , ,NA, ,20180815,0,1,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,388,NA,NA,NA
384,389,48.81788333,-125.1694083,48.81720278,-125.1721361,215.428837,NA, ,NA, , ,1, ,20180815,0,2,2,100,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,389,NA,NA,NA
385,390,48.81720278,-125.1721361,48.81693889,-125.1699944,160.958375,NA, ,NA, , ,1, ,20180815,0,2,2,25,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,390,NA,NA,NA
386,391,48.81693889,-125.1699944,48.81667778,-125.1701139,30.51614285,NA, ,NA, , ,1, ,20180815,0,2,2,10,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,391,NA,NA,NA
387,392,48.81667778,-125.1701139,48.816475,-125.1698528,29.77828395,NA, ,1, , ,NA, ,20180815,0,2,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,392,NA,NA,NA
388,393,48.816475,-125.1698528,48.81632778,-125.1695111,30.14249489,NA, ,1, , ,1, ,20180815,2,1,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,393,NA,NA,NA
389,394,48.81632778,-125.1695111,48.81620278,-125.1691528,29.93822929,1, ,1, , ,1, ,20180815,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,394,NA,NA,NA
390,395,48.81620278,-125.1691528,48.81606667,-125.1688,30.18709575,1, ,1, , ,1, ,20180815,2,1,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,395,NA,NA,NA
391,396,48.81606667,-125.1688,48.81581944,-125.1686306,30.35826068,1, ,1, , ,1, ,20180815,2,1,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,396,NA,NA,NA
392,407,48.79800556,-125.2061306,48.79801667,-125.2057222,30.20821077,NA,Waves & shadow,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,25,dense N. luetkeana forest,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,407,NA,NA,NA
393,408,48.79801667,-125.2057222,48.79810833,-125.2053417,29.93181099,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,20,sparse N. luetkeana forest,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,408,NA,NA,NA
394,409,48.79810833,-125.2053417,48.79823056,-125.204975,30.35487864,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,20,dense N. luetkeana forest along shore,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,409,NA,NA,NA
395,410,48.79823056,-125.204975,48.79825278,-125.2045694,30.07849159,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,30,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,410,NA,NA,NA
396,411,48.79825278,-125.2045694,48.79831667,-125.2041722,30.21237155,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,10,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,411,NA,NA,NA
397,412,48.79831667,-125.2041722,48.79831111,-125.2037639,30.18154419,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,10,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,412,NA,NA,NA
398,413,48.79831111,-125.2037639,48.79835278,-125.2033611,30.13143654,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,15,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,413,NA,NA,NA
399,414,48.79835278,-125.2033611,48.79840556,-125.2029611,30.14560219,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,7,scattered N. luetkeana,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,414,NA,NA,NA
400,415,48.79840556,-125.2029611,48.79842778,-125.2025556,30.07109929,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,10,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,415,NA,NA,NA
401,416,48.79842778,-125.2025556,48.79841389,-125.2021472,30.22249397,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,20,dense N. luetkeana forest,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,416,NA,NA,NA
402,417,48.79841389,-125.2021472,48.79838889,-125.2017417,30.09844295,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,15,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,417,NA,NA,NA
403,418,48.79838889,-125.2017417,48.79834444,-125.2013389,30.18117162,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,6,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,418,NA,NA,NA
404,419,48.79834444,-125.2013389,48.79829444,-125.2009361,30.28969887,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,8,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,419,NA,NA,NA
405,420,48.79829444,-125.2009361,48.79823333,-125.2005417,29.93896537,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,7,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,420,NA,NA,NA
406,421,48.79823333,-125.2005417,48.79816389,-125.2001444,30.37259267,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,10,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,421,NA,NA,NA
407,422,48.79816389,-125.2001444,48.79807778,-125.1997583,30.11685679,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,7,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,422,NA,NA,NA
408,423,48.79807778,-125.1997583,48.79798056,-125.1993778,30.15079878,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,10,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,423,NA,NA,NA
409,424,48.79798056,-125.1993778,48.79791667,-125.1989806,30.21276689,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,1,1,5,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,424,NA,NA,NA
410,425,48.79791667,-125.1989806,48.79786111,-125.1985806,30.20851009,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,25,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,425,NA,NA,NA
411,426,48.79786111,-125.1985806,48.79781111,-125.1981778,30.29009138,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,10,scattered N. luetkeana,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,426,NA,NA,NA
412,427,48.79781111,-125.1981778,48.79779167,-125.1977694,30.26131463,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,15,scattered N. luetkeana,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,427,NA,NA,NA
413,428,48.79779167,-125.1977694,48.79773611,-125.1973694,30.20863011,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,428,NA,NA,NA
414,429,48.79773611,-125.1973694,48.79768611,-125.1969861,28.87505907,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,429,NA,NA,NA
415,430,48.79768611,-125.1969861,48.79766389,-125.1965778,30.27801042,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,430,NA,NA,NA
416,431,48.79766389,-125.1965778,48.79764722,-125.1961694,30.24077565,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,10,dense N. luetkeana forest,2,2,NA,20190804,0,1,2,1,NA,1,1,0, ,431,NA,NA,NA
417,432,48.79764722,-125.1961694,48.79768056,-125.1957611,30.40546333,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,10,NA,2,2,NA,20190804,0,2,2,2,NA,1,1,0, ,432,NA,NA,NA
418,433,48.79768056,-125.1957611,48.79770278,-125.1953556,30.07181455,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,4,NA,2,2,NA,20190804,0,2,2,2,NA,1,1,0, ,433,NA,NA,NA
419,434,48.79770278,-125.1953556,48.79770556,-125.1949444,30.39176701,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,25,dense N. luetkeana forest,2,2,NA,20190804,0,2,2,2,NA,1,1,0, ,434,NA,NA,NA
420,435,48.79770556,-125.1949444,48.79771667,-125.1945361,30.20144443,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,30,NA,2,2,NA,20190804,0,2,2,2,NA,1,1,0, ,435,NA,NA,NA
421,436,48.79771667,-125.1945361,48.79771111,-125.1941278,30.18228381,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,15,NA,2,2,1,20190804,0,2,2,2,NA,1,1,0, ,436,NA,NA,NA
422,437,48.79771111,-125.1941278,48.79771111,-125.1937194,30.18328233,NA, ,NA,Clouds, ,NA,Not in Image,20180814,1,2,2,50,M. pyrifera patch extends out at 40m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,437,NA,NA,NA
423,438,48.79771111,-125.1937194,48.79771111,-125.1933083,30.38284507,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,60,sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,438,NA,NA,NA
424,439,48.79771111,-125.1933083,48.7977,-125.1929,30.20151159,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,1,1,60,sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,439,NA,NA,NA
425,440,48.7977,-125.1929,48.79783611,-125.1925472,30.19450789,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,1,1,60,sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,440,NA,NA,NA
426,441,48.79783611,-125.1925472,48.79796111,-125.1921778,30.67382231,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,50,large N. luetkeana forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,441,NA,NA,NA
427,442,48.79796111,-125.1921778,48.79816389,-125.1919111,30.05193723,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,442,NA,NA,NA
428,443,48.79816389,-125.1919111,48.79837222,-125.19165,30.25767651,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,443,NA,NA,NA
429,444,48.79837222,-125.19165,48.79863056,-125.191775,30.34107046,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,444,NA,NA,NA
430,445,48.79863056,-125.191775,48.79884722,-125.1915306,30.22773808,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,445,NA,NA,NA
431,446,48.79884722,-125.1915306,48.7991,-125.1916611,29.87790713,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,446,NA,NA,NA
432,447,48.7991,-125.1916611,48.79960833,-125.191925,60.11831099,NA, ,NA,Clouds, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,447,NA,NA,NA
433,448,48.79934722,-125.1918111,48.79984722,-125.1921167,60.32242356,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,448,NA,NA,NA
434,449,48.79960833,-125.191925,48.80009167,-125.1922778,60.02910902,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,449,NA,NA,NA
435,450,48.79984722,-125.1921167,48.80036111,-125.1923333,59.67574312,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,450,NA,NA,NA
436,451,48.80009167,-125.1922778,48.80072778,-125.1922778,71.16149704,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,451,NA,NA,NA
437,452,48.80036111,-125.1923333,48.80089722,-125.1923167,59.98705799,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,452,NA,NA,NA
438,453,48.80072778,-125.1922778,48.80108611,-125.1920306,44.05280132,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,453,NA,NA,NA
439,454,48.80089722,-125.1923167,48.80105278,-125.191625,53.99872568,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,454,NA,NA,NA
440,455,48.80108611,-125.1920306,48.800975,-125.1912333,60.21843599,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,5.5,NA,2,2,0,20190801,0,2,2,2,NA,1,1,0, ,455,NA,NA,NA
441,456,48.80105278,-125.191625,48.80118889,-125.1910111,47.85508169,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,0,0,0,NA,2,2,0,20190801,0,0,2,0,NA,1,0,1, ,456,NA,NA,NA
442,457,48.800975,-125.1912333,48.80100556,-125.1907083,38.94866031,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,0,0,0,NA,2,2,0,20190801,0,0,2,0,NA,1,0,1, ,457,NA,NA,NA
443,458,48.80118889,-125.1910111,48.80082778,-125.1904,60.5927996,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,1,1,30,sparse,0,0,0,20190801,0,1,2,1,NA,0,1,-1, ,458,NA,NA,NA
444,459,48.80100556,-125.1907083,48.80070833,-125.1900333,59.95019331,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,0,0,0,NA,0,0,0,20190801,0,0,2,0,NA,0,0,2, ,459,NA,NA,NA
445,460,48.80082778,-125.1904,48.80070833,-125.1900333,30.21537441,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,12,dense forest,2,2,0,20190801,0,2,0,2,NA,1,1,0, ,460,NA,NA,NA
446,461,48.80070833,-125.1900333,48.80068889,-125.189625,30.25250555,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,15,dense forest,2,2,0,20190801,0,2,0,2,NA,1,1,0, ,461,NA,NA,NA
447,462,48.80068889,-125.189625,48.80064167,-125.189225,30.02916546,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,12,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,462,NA,NA,NA
448,463,48.80064167,-125.189225,48.80058889,-125.188825,30.14484675,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,40,small island patch 40 m off shore,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,463,NA,NA,NA
449,464,48.80058889,-125.188825,48.80056667,-125.1884167,30.27657175,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,20,NA,2,2,NA,20190803,0,2,2,2,NA,1,1,0, ,464,NA,NA,NA
450,465,48.80056667,-125.1884167,48.80055833,-125.1880083,30.19618942,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,3,NA,2,2,NA,20190803,0,2,2,2,NA,1,1,0, ,465,NA,NA,NA
451,466,48.80055833,-125.1880083,48.80061389,-125.1876083,30.20736663,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,40,NA,2,2,NA,20190803,0,2,2,2,NA,1,1,0, ,466,NA,NA,NA
452,467,48.80061389,-125.1876083,48.80066389,-125.1872083,30.08552567,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,40,NA,2,2,NA,20190803,0,2,2,2,NA,1,1,0, ,467,NA,NA,NA
453,468,48.80066389,-125.1872083,48.80071111,-125.1868056,30.22569146,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,50,NA,2,2,0,20190803,0,2,2,2,NA,1,1,0, ,468,NA,NA,NA
454,469,48.80071111,-125.1868056,48.80073611,-125.1864,30.10500201,NA, ,NA,Clouds, ,NA,Not in Image,20180815,0,2,2,30,NA,2,2,NA,20190803,0,1,2,1,NA,1,1,0, ,469,NA,NA,NA
455,470,48.80073611,-125.1864,48.80095833,-125.1861778,29.79372919,NA, ,NA,Clouds, ,NA,Not in Image,20180815,2,2,2,80,NA,2,2,2,20190803,0,2,2,2,NA,1,1,0, ,470,NA,NA,NA
456,471,48.80095833,-125.1861778,48.80087778,-125.1857889,30.12010484,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,15,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,471,NA,NA,NA
457,472,48.80087778,-125.1857889,48.80072778,-125.1854556,29.80448995,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,5,NA,2,NA,NA,20190803,0,0,2,0,NA,1,1,0, ,472,NA,NA,NA
458,473,48.80072778,-125.1854556,48.80086111,-125.1850972,30.39770446,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,2,NA,NA,20190803,0,0,2,0,NA,1,0,1, ,473,NA,NA,NA
459,474,48.80086111,-125.1850972,48.801025,-125.1847667,30.54045955,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,474,NA,NA,NA
460,475,48.801025,-125.1847667,48.80103333,-125.1843583,30.19601376,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,475,NA,NA,NA
461,476,48.80103333,-125.1843583,48.80083889,-125.184075,30.19098716,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,476,NA,NA,NA
462,477,48.80083889,-125.184075,48.801,-125.1837472,30.19450045,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,0,0,0,20190803,0,0,0,0,NA,0,0,2, ,477,NA,NA,NA
463,478,48.801,-125.1837472,48.80120278,-125.1834778,30.1827135,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,0,0,0,20190803,0,0,0,0,NA,0,0,2, ,478,NA,NA,NA
464,479,48.80120278,-125.1834778,48.80146389,-125.1833917,29.89564143,NA, ,NA,Clouds, ,NA, ,20180815,NA,NA,NA,0,not visible due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,479,NA,NA,NA
465,480,48.80146389,-125.1833917,48.80145833,-125.1829833,30.18783061,NA, ,NA,Clouds, ,NA, ,20180815,NA,NA,NA,0,not visible due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,480,NA,NA,NA
466,481,48.80145833,-125.1829833,48.80164444,-125.1826833,30.41407046,NA, ,NA,Clouds, ,NA, ,20180815,NA,NA,NA,0,not visible due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,481,NA,NA,NA
467,482,48.80164444,-125.1826833,48.80185556,-125.1824361,29.85892772,NA, ,NA,Clouds, ,NA, ,20180815,NA,NA,NA,0,not visible due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,482,NA,NA,NA
468,483,48.80185556,-125.1824361,48.802125,-125.1823889,30.3437314,NA, ,NA,Clouds, ,NA, ,20180815,NA,NA,NA,0,not visible due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,483,NA,NA,NA
469,484,48.802125,-125.1823889,48.80233611,-125.1821361,30.11292954,NA, ,NA,Clouds, ,NA, ,20180815,NA,NA,NA,0,not visible due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,484,NA,NA,NA
470,485,48.80233611,-125.1821361,48.80253056,-125.18185,30.33529382,NA, ,NA,Clouds, ,NA, ,20180815,NA,NA,NA,0,not visible due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,485,NA,NA,NA
471,486,48.80253056,-125.18185,48.80276944,-125.1816667,29.96085523,NA, ,NA,Clouds, ,NA, ,20180815,NA,NA,NA,0,not visible due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,486,NA,NA,NA
